Compiled_by,Database_ID,Species,Sex,Site,State,Country,Year,Diagnostic,Individuals,Indivs_positive,Collector_source,Orig_database,Disease_status,Accuracy,Latitude,Longitude,Dead_or_sick,Conservation_Status,Conservation_Status_Code,Stage,Genus,Family,State_FullName
RichardRetallick,2920,Litoria fallax,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2921,Litoria fallax,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2922,Litoria fallax,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2923,Litoria fallax,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2924,Litoria fallax,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2925,Litoria fallax,not recorded,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2926,Litoria rubella,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2927,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2928,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2929,Litoria fallax,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2930,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2931,Litoria gracilenta,not recorded,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2932,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2933,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2934,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2935,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2936,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2937,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2938,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2939,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2940,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2941,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2942,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2943,Litoria gracilenta,not recorded,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2944,Litoria gracilenta,not recorded,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2945,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2946,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2947,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2948,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2949,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2950,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2951,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2952,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2953,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2954,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2955,Litoria gracilenta,not recorded,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2956,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2957,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2958,Litoria gracilenta,not recorded,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2959,Litoria gracilenta,not recorded,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2960,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2961,Litoria gracilenta,not recorded,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2962,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2963,Litoria fallax,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2964,Litoria fallax,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2965,Litoria rothii,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2966,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2967,Litoria infrafrenata,not recorded,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2968,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2969,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2970,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2971,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2972,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2973,Litoria infrafrenata,not recorded,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2974,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2975,Litoria infrafrenata,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2976,Litoria infrafrenata,not recorded,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2977,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2978,Litoria infrafrenata,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2979,Litoria infrafrenata,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2980,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2981,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2982,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2983,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2984,Litoria infrafrenata,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2985,Litoria infrafrenata,not recorded,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2986,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2987,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2988,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2989,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2990,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2991,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2992,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2993,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2994,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2995,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2996,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2997,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,2998,Litoria infrafrenata,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,2999,Litoria infrafrenata,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,3000,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,3001,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,3002,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,3003,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,3004,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,3005,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,3006,Litoria gracilenta,not recorded,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,3007,Litoria gracilenta,not recorded,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,3008,Litoria gracilenta,not recorded,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,3009,Litoria fallax,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,3010,Litoria fallax,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,3011,Litoria gracilenta,Male,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Juvenile,Litoria,Hylidae,Queensland
RichardRetallick,3012,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,3013,Litoria gracilenta,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
RichardRetallick,3014,Litoria rothii,Female,"Mackays - Tully Banana Farm - Bolinda Estate, Qld",QLD,Australia,2001,Histology,1.0,0.0,K. McDonald,K. McDonald - banana,negative,acceptable,-17.83944,145.71583,not noted,Least Concern,LC,Adult,Litoria,Hylidae,Queensland
